sensor_1,sensor_2,weight,pearson_corr_flow,spearman_corr_flow,pearson_corr_speed,spearman_corr_speed,pearson_corr_occupy,spearman_corr_occupy
134,136,350.2,0.8640284056465566,0.881846718050154,0.2734476567953171,0.28464631892306663,0.5638152990075957,0.7938607533157902
135,133,387.9,0.7677713012666967,0.8282538368330875,0.7518356861695894,0.6023886178366559,0.6381652309328325,0.7551594454033967
137,102,365.5,0.8820512568918026,0.8585916695381914,0.11080692785166771,0.19989756238015968,0.44388762674996557,0.5439152366902067
138,135,354.7,0.7858027564958316,0.8319404030501382,0.03008355365230966,0.18110522263484574,0.26044252747913277,0.5740601342757915
139,168,412.6,0.7152239234587539,0.6279762086485109,0.03982820847047488,0.2239627521870687,0.20582010742441403,0.5152828760819361
140,118,393.0,0.9075493375981996,0.9227825177014534,0.23139315990397152,0.25780232328803887,0.4780489752339184,0.6402344104262032
141,142,359.3,1.0,1.0,0.3579951983028645,0.5148827792320005,0.6938183118002318,0.7593414255881623
143,10,6.3,0.9401278455787487,0.9278717470469277,0.5309551229359102,0.6648285909478586,0.6784223642194354,0.8049985412856628
143,128,81.9,0.8161475839054738,0.7761823820973,0.6542762693258295,0.6412834183388636,0.8715537037865586,0.8800970565387324
144,98,45.1,0.7494836634473702,0.7501645904060482,0.1257823845429181,0.21737468222986492,0.5150666920847782,0.7442106438655557
145,115,399.4,0.8397441496483065,0.836623114669692,0.28603925717615813,0.3607470241939548,0.7196658725954395,0.7599497446836732
145,96,85.1,0.7225003663842299,0.7157673027069488,0.46439580239520983,0.5477406628128457,0.8084358601440201,0.8135271288074593
145,96,85.1,0.7225003663842299,0.7157673027069488,0.46439580239520983,0.5477406628128457,0.8084358601440201,0.8135271288074593
146,85,376.6,0.7945799324631796,0.8106238916141304,0.8180859773198128,0.8621624435759132,0.8862030568045111,0.8833315878199031
146,92,311.2,0.49639460348567793,0.5451368067483241,0.8183190964744189,0.862500027254706,0.8862030568045111,0.8833315878199031
147,15,351.7,0.7791124765556668,0.7972565485353742,0.040583206585983425,0.0759263316960581,0.7131318116177721,0.8781405991515457
147,37,48.2,0.6776383991902232,0.7028923314860758,0.013044719515716684,0.11338273927380034,0.5408408258442421,0.7969551594858871
147,148,84.7,0.7841068679847858,0.8130036262559758,0.03717905789486869,0.056721809797097754,0.7965414748009783,0.8227747636351633
148,97,316.3,0.9220860244813543,0.9114256395109083,0.06334160197934235,0.08931582254568697,0.774874033062857,0.8157101612502569
148,146,80.0,0.8527225140991189,0.8420861950291126,0.08998675637935524,0.07329303417688858,0.6725466626781998,0.7196148765856722
149,126,388.0,0.925156481183223,0.8817404424863522,0.4551642618833618,0.48247816338887073,0.8653354995872291,0.8496906261401719
149,39,206.9,0.9369390361069306,0.8997484354052705,0.3668128944176591,0.4502491561700054,0.7165876910018492,0.7499772274696672
150,61,308.4,0.8250086047280893,0.8106760525409583,0.4794508007785676,0.5538857191204593,0.7816187452858594,0.8523992814836299
150,71,221.1,0.810509377959604,0.8002934178631881,0.9980603429798315,0.9964512214759352,0.9985982659150019,0.9988299297146814
150,71,221.1,0.810509377959604,0.8002934178631881,0.9980603429798315,0.9964512214759352,0.9985982659150019,0.9988299297146814
151,45,358.8,0.9518998315403252,0.9385655692428728,0.0013240576478910262,0.06484619646971232,0.3047541778491949,0.7027130172557466
151,108,192.9,0.8334460722621653,0.8576661803923542,0.05021137941651559,0.05655320436201999,0.32020931411051823,0.48684269200456304
151,44,203.1,0.9016073277605977,0.8962336859911876,0.11970827998952022,0.048523421772869994,0.4325848018719786,0.6658304190807673
152,157,350.0,0.9594104979472317,0.9441397149896432,0.3223664667133416,0.38926624497771173,0.7291372623958405,0.826053075965802
152,44,204.6,0.9237429979681481,0.908824202327472,0.34519319447070157,0.390478492554918,0.7712988718421692,0.8501389558351062
152,108,191.4,0.7156229767646775,0.7467576584837411,0.1704610480750575,0.22621649369795863,0.539770506942624,0.6269419802656135
153,62,330.9,0.7527010381809411,0.7500952720104497,0.4067990092979751,0.6724582693535517,0.7995206560127442,0.9289055087372443
153,5,256.3,0.6931080568963344,0.6586108899939153,0.3866173636766645,0.6162274253651167,0.6854932121045709,0.8680082021526384
153,62,330.9,0.7527010381809411,0.7500952720104497,0.4067990092979751,0.6724582693535517,0.7995206560127442,0.9289055087372443
153,167,269.7,0.7267263364683817,0.7221031906131782,0.15470161417640427,0.2643377880179976,0.563904034034954,0.6805186850710069
154,143,370.7,0.5553705858763829,0.5737400499147454,0.44235288402596223,0.6212521380449999,0.8127068241400159,0.8404281193953691
154,5,166.3,0.6199255819755226,0.6113030604386182,0.4176893388737183,0.4914432474926834,0.7425219036257118,0.8297737041145667
155,34,320.4,0.3770401551302928,0.7058744225496437,0.05314075571750775,-0.009911134843806442,0.13007357111169746,0.5341879351590751
156,33,329.1,0.830433863294352,0.8637434497676925,0.23744245830185265,0.1891621507812845,0.2905271571426522,0.5382537243740194
157,35,354.4,0.9454128343962382,0.9224018094973659,0.40082639813767273,0.4186394730803611,0.6934501437597205,0.8546990404407031
158,151,350.1,0.9680486883681875,0.9632197926222901,0.03403070797477913,0.3233823867471705,0.42388528512317636,0.7223929338524508
159,50,383.3,0.9999815048889091,0.9999475454025045,0.20083876932921946,0.33283758430208715,0.6115795254983001,0.7396256099167927
160,155,272.4,0.3117249596281987,0.5271065537278568,0.2757798213602324,0.542999642504258,0.57460061882995,0.6678046559411416
161,110,367.7,0.9103366192713851,0.8587568951458985,0.3954134333625863,0.5338645675395001,0.6890300085063011,0.7988342676060832
162,108,301.9,0.836244809373862,0.8549762776069172,0.12777704878539206,0.22960212609729932,0.40140455095041716,0.4788212967571016
162,151,113.6,0.8411172173129732,0.8457256345717378,0.034783082386398004,0.03722854994245393,0.37508389120991814,0.6801185084850735
162,13,554.5,0.625107701957755,0.5801148277693171,0.5039128165474169,0.698678063824901,0.7448590041636851,0.8543534693590104
162,40,413.9,0.735405079232506,0.7477387308205442,0.4730063604223125,0.705821271452784,0.6650102248485511,0.8429285223043241
162,152,115.3,0.7515132056604427,0.7624419594359325,0.39984709049298184,0.6220862544066522,0.6438082332502074,0.8175359635308096
163,20,352.0,0.9555688240415967,0.9408012287889679,0.06073595408786265,0.22161571254875914,0.31553751247675454,0.563421163399543
164,167,365.2,0.947510452881653,0.9305675395692696,0.16278077730524934,0.23020374352791959,0.739734086994442,0.7790927178552051
165,38,381.0,0.8338733283254721,0.8184498254071096,0.27905673046144863,0.46592953963558414,0.6028136640186935,0.7024945032129265
165,29,41.7,0.7637531627726751,0.7744618321134681,0.6873664665769318,0.8013533487178042,0.8682391282066727,0.9479855274143079
165,19,289.2,0.594750269090113,0.5893510243600979,0.5528687170666048,0.7627949348747418,0.8140901669777275,0.9201788771315441
167,70,359.0,0.9401093857974143,0.9078082834633537,0.12312139404813037,0.247457855451492,0.5008044250761299,0.5949519246727681
167,62,64.8,0.9400213467673417,0.9077363165130637,0.22440351757945737,0.37342596102336706,0.6815517675888264,0.703985692018699
167,154,165.2,0.6119179488577596,0.611054870912687,0.005267500881939331,0.06781603722771845,0.5101517335315361,0.5829616297338
168,154,337.3,0.6406402242624119,0.6118886087219626,0.20524467388909687,0.24785247574673283,0.47982410301980394,0.701444500973791
168,167,172.4,0.8642929907709606,0.8004213400149841,0.10035653665392832,0.27363715516572357,0.2917354362596305,0.5323625772529882
168,17,232.7,0.8851557355863326,0.7968994815533325,0.0678824802036655,0.34105134094252204,0.32574678311197974,0.6729369047470813
169,40,96.1,0.8023769426476116,0.781036478843062,0.4295296463096915,0.6355250001161762,0.6743867835585481,0.8283635891356704
169,7,631.5,0.8401135914401886,0.8147382887058192,0.3738097647278474,0.6101711045394682,0.697200027838743,0.7616382220744427
169,7,631.5,0.8401135914401886,0.8147382887058192,0.3738097647278474,0.6101711045394682,0.697200027838743,0.7616382220744427
169,41,124.0,0.8070145523539605,0.7635627723014462,0.49437926932133425,0.6261520356387223,0.7022556597027357,0.8222428495165001
